***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,33.2,,,,,,System Temp (C):,27.24,,,,,,,
Humidity (%):,13.1,,,,,,Humidity (%):,42.33,,,,,,,
Lamp Intensity:,3088,,,,,,Lamp Intensity:,3003,,,,,,,
Data Date-Time:,2022/11/26T19:20:11,,,,,,Data Date-Time:,2021/11/04T14:10:50,,,,,,,
Total Measurement Time in sec:,3.2341992,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.53788089867561,0.0467532770725977,-9.86615555338903E-05,,,,,
Serial Number:,A43R020,(95UB122GC0AA43R020),,,,,Pixel to Wavelength Coefficients:,1754.84743575991,-0.928654795541597,-0.000239616035096235,,,,,
GUI Version:,3.7.6,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.7,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(hh:mm:ss):,16min 42sec ,,,,,,,
UUID:,DE:67:0C:88:67:3F:1D:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.957557108074,0.472730436093741,65443,22036
904.844796792001,0.481236763865284,82171,27132
910.021073788255,0.487357848148147,99678,32452
913.898249598708,0.485980383034369,110587,36118
917.771112320529,0.4854144598659,123185,40285
921.639661953718,0.479246233851055,139111,46144
925.503898498276,0.481599642924185,159569,52644
929.363821954203,0.478752402932634,183258,60857
933.219432321497,0.474207426273159,207371,69589
937.070729600159,0.467292658164093,229890,78384
942.199083389394,0.459329029068324,255937,88880
946.040316794582,0.451304891366323,272586,96427
949.877237111139,0.449492434464203,287311,102061
953.709844339064,0.443599309859927,300732,108288
957.538138478358,0.440769929501991,313797,113731
961.362119529019,0.437992187577629,326713,119172
965.181787491049,0.436939877201548,339646,124190
968.997142364448,0.4364782927017,353609,129433
974.077572946662,0.436171878109764,373087,136659
977.882863946587,0.43455475713541,388028,142662
981.683841857879,0.435227977997417,402790,147860
985.48050668054,0.436321768866776,417062,152714
989.272858414569,0.437020798671901,431192,157634
993.060897059966,0.437810600572043,444758,162298
996.844622616732,0.43857607765798,456216,166186
1000.62403508487,0.438566457715698,468463,170651
1005.65654246006,0.440220733923119,482450,175078
1009.42589105472,0.441740329686671,491458,177724
1013.19092656075,0.443006531751135,499843,180230
1016.95164897815,0.444177461675682,506896,182281
1020.70805830691,0.443579556903091,512583,184580
1024.46015454704,0.443575177093268,516710,186068
1028.20793769854,0.441298040245524,519030,187886
1031.95140776141,0.439548890532261,518900,188597
1036.93599192959,0.437834316860017,518793,189304
1040.66939811898,0.436860915360274,518378,189577
1044.39849121975,0.435253569947779,517629,190005
1048.12327123188,0.433223894500701,517016,190669
1051.84373815538,0.431851246271344,515671,190775
1055.55989199025,0.429833359435171,513781,190961
1059.27173273648,0.429154584731495,511708,190488
1064.21414448248,0.427275818743476,508349,190058
1067.91592135525,0.425885231150206,506188,189857
1071.61338513938,0.425832389729306,504263,189158
1075.30653583488,0.424570025957005,502196,188931
1078.99537344174,0.424112524196163,500791,188601
1082.67989795998,0.423554531765638,499607,188397
1086.36010938958,0.421971754399759,499034,188868
1090.03600773056,0.421471925832596,498043,188710
1094.93049626954,0.420348098171843,499075,189591
1098.59633073703,0.420324793952464,500696,190217
1102.2578521159,0.420124033115145,501788,190720
1105.91506040614,0.420513746424654,503305,191125
1109.56795560774,0.419993727445006,505112,192041
1113.21653772071,0.421438241117812,507576,192337
